i j Omegaij  Pij
428 404 0.385497 0.382311
428 453 0.222618 0.224136
428 897 0.004411 0.004936
428 883 0.383636 0.383924
428 1000 0.194472 0.195783
428 553 0.006341 0.006203
428 459 0.439767 0.440482
428 918 0.012729 0.012870
428 542 0.291915 0.292243
428 816 0.064035 0.064788
428 774 0.180341 0.178507
428 519 0.299887 0.300996
428 545 0.347265 0.347981
428 631 0.046182 0.044780
428 1001 0.106587 0.106742
429 45 0.020220 0.020293
429 58 0.254228 0.255090
429 64 0.339364 0.339110
429 66 0.485590 0.481251
429 67 0.312816 0.310148
429 89 0.163254 0.167192
429 281 0.359095 0.357498
429 424 0.371117 0.371553
429 496 0.000978 0.000483
429 499 0.288282 0.286467
429 498 0.383312 0.384057
429 484 0.027612 0.026571
429 509 0.277497 0.274832
430 45 0.004703 0.004579
430 134 0.068970 0.068696
430 242 0.080937 0.081460
430 298 0.055193 0.055604
430 331 0.081228 0.083516
430 388 0.093569 0.094310
430 408 0.025578 0.026710
430 409 0.097919 0.098344
430 755 0.063975 0.061170
430 903 0.067242 0.067030
430 891 0.023538 0.022017
430 1002 0.054610 0.054059
431 45 0.032832 0.032352
431 68 0.744636 0.741035
431 361 0.174499 0.173340
431 931 0.364907 0.367358
431 962 0.538108 0.535021
431 906 0.620625 0.620069
431 1003 0.522010 0.526738
431 1004 0.507565 0.505327
431 859 0.672363 0.670840
431 609 0.754856 0.755586
431 821 0.253098 0.258733
432 46 0.413445 0.400243
432 251 0.334454 0.345144
432 328 0.668908 0.638163
432 330 0.667227 0.675394
432 336 0.665546 0.649064
432 686 0.578151 0.573022
432 542 0.287395 0.303681
432 926 0.608403 0.688586
432 801 0.394958 0.379625
433 47 0.061015 0.060608
433 158 0.044088 0.044900
433 238 0.112890 0.111041
433 270 0.051023 0.050419
433 283 0.065166 0.065185
433 298 0.080951 0.080108
433 331 0.121305 0.120321
433 332 0.068400 0.067073
433 388 0.136060 0.135871
433 395 0.062189 0.061260
433 401 0.046340 0.045716
433 403 0.063830 0.062986
433 408 0.037330 0.038481
433 409 0.142673 0.141683
433 413 0.065954 0.065024
433 885 0.082817 0.081673
433 570 0.143011 0.144507
433 886 0.053163 0.052457
433 787 0.071039 0.069578
433 725 0.033548 0.032201
433 541 0.141595 0.140889
433 992 0.067837 0.069564
433 884 0.142786 0.141670
433 551 0.135240 0.133982
433 755 0.089253 0.088127
433 887 0.061948 0.063453
433 883 0.087596 0.087497
433 728 0.049204 0.048377
433 747 0.018263 0.018070
433 635 0.068754 0.067609
433 539 0.147565 0.147090
433 723 0.126438 0.125031
433 467 0.139117 0.138064
433 686 0.125231 0.125674
433 503 0.142722 0.140735
434 48 0.045511 0.045766
434 115 0.193003 0.195776
434 127 0.098248 0.100723
434 306 0.074655 0.074720
434 320 0.041348 0.042507
434 690 0.136342 0.135538
435 48 0.040421 0.038861
435 360 0.036447 0.036814
435 400 0.157126 0.156725
436 48 0.021625 0.021738
436 55 0.019062 0.018930
436 104 0.091789 0.092259
436 129 0.018004 0.018719
436 212 0.009887 0.009258
436 250 0.077325 0.078102
436 273 0.083449 0.082889
436 438 0.000976 0.000419
437 48 0.076062 0.075040
437 200 0.120561 0.120636
437 203 0.042411 0.041658
437 213 0.250303 0.247009
437 304 0.321028 0.320589
437 306 0.123668 0.122514
437 313 0.008338 0.007539
437 321 0.168782 0.167709
437 728 0.110134 0.110579
437 500 0.003932 0.003591
437 724 0.052873 0.052060
437 551 0.307476 0.306252
438 48 0.004719 0.003571
438 57 0.015245 0.015567
438 104 0.017423 0.015156
438 115 0.019964 0.015275
438 127 0.010526 0.007859
438 193 0.005082 0.004408
438 195 0.011615 0.015326
438 205 0.006171 0.004339
438 209 0.015608 0.015735
438 215 0.007623 0.006748
438 217 0.017423 0.015000
438 232 0.017060 0.014421
438 262 0.000726 0.000598
438 273 0.016334 0.013616
438 302 0.003267 0.003742
438 321 0.007623 0.007981
438 392 0.001089 0.000085
438 436 0.007985 0.007720
438 1005 0.014519 0.014183
438 649 0.006897 0.006184
439 48 0.041250 0.040736
439 239 0.015345 0.014426
439 443 0.101985 0.102110
439 639 0.036648 0.035069
440 48 0.176511 0.179596
440 117 0.784503 0.783711
440 197 0.407113 0.408158
440 211 0.638656 0.633268
440 296 0.357246 0.359979
440 362 0.180374 0.179580
440 400 0.722751 0.724313
440 881 0.628733 0.629515
440 698 0.052897 0.051589
440 697 0.338358 0.334319
440 516 0.421118 0.420964
440 805 0.261627 0.258536
440 583 0.425279 0.425327
441 48 0.063736 0.063262
441 320 0.058071 0.058756
441 321 0.140007 0.141386
442 49 0.195429 0.197891
442 136 0.577513 0.580358
442 141 0.665750 0.663560
442 229 0.025715 0.025173
442 239 0.053748 0.051760
442 247 0.114905 0.111190
442 297 0.648289 0.650131
442 392 0.004268 0.003496
442 808 0.239125 0.237762
442 774 0.181391 0.181119
442 833 0.097704 0.097228
442 748 0.101625 0.099961
442 443 0.368826 0.366361
442 503 0.625498 0.626559
442 538 0.590403 0.591856
443 49 0.050669 0.051235
443 68 0.173472 0.174174
443 69 0.057752 0.056860
443 90 0.158662 0.157312
443 232 0.151282 0.152817
443 236 0.170054 0.167493
443 239 0.014661 0.013401
443 281 0.134491 0.133956
443 439 0.162360 0.160524
443 442 0.046063 0.046710
444 50 0.426223 0.425415
444 133 0.528120 0.530263
444 154 0.753015 0.752677
444 347 0.027226 0.026395
444 376 0.701194 0.703860
444 585 0.576058 0.575431
444 450 0.713831 0.715623
444 587 0.200649 0.200611
444 460 0.265005 0.263105
444 447 0.337991 0.339910
444 567 0.234903 0.238343
445 50 0.391180 0.392118
445 104 0.617439 0.616724
445 115 0.625065 0.621591
445 126 0.426663 0.426837
445 132 0.063324 0.062570
445 191 0.338680 0.336539
445 192 0.059795 0.057704
445 195 0.623348 0.623665
445 203 0.080120 0.080668
445 204 0.464478 0.466469
445 205 0.177005 0.176579
445 207 0.393953 0.391367
445 209 0.645674 0.640295
445 262 0.025730 0.024335
445 273 0.554855 0.554087
445 290 0.363512 0.364281
445 321 0.325634 0.324755
445 342 0.491752 0.492705
445 389 0.015630 0.015294
445 467 0.615139 0.611102
445 694 0.497581 0.497045
445 914 0.342524 0.339211
445 593 0.037531 0.037543
445 640 0.544362 0.542924
446 50 0.032181 0.033289
446 72 0.038948 0.039492
446 237 0.003740 0.003838
446 263 0.010176 0.009557
446 421 0.055000 0.054524
446 823 0.052456 0.051699
446 483 0.058485 0.058546
446 563 0.043094 0.044979
446 995 0.043807 0.042012
446 481 0.014958 0.015933
446 1006 0.041772 0.040046
446 476 0.025414 0.024902
446 474 0.008446 0.008912
446 815 0.013381 0.013583
447 50 0.352334 0.355241
447 133 0.444531 0.442795
447 444 0.205903 0.209713
448 50 0.092259 0.089561
448 455 0.005302 0.006986
449 50 0.057272 0.055231
449 458 0.068171 0.071143
449 730 0.011876 0.012936
450 50 0.436360 0.436164
450 274 0.631901 0.632442
450 278 0.659554 0.659488
450 444 0.259024 0.257485
450 506 0.021605 0.020882
450 771 0.429388 0.432929
450 499 0.460989 0.458489
450 949 0.011218 0.010826
450 1007 0.684261 0.684479
450 661 0.359717 0.358080
450 537 0.467334 0.467116
450 835 0.592687 0.591806
451 51 0.423316 0.420315
451 80 0.328519 0.322113
451 105 0.517028 0.516669
451 136 0.740158 0.740593
451 234 0.161164 0.160622
451 240 0.348934 0.346255
451 242 0.668652 0.666739
451 267 0.276280 0.274863
451 307 0.804356 0.803145
451 357 0.587245 0.586389
451 368 0.237526 0.237388
451 414 0.144678 0.144571
451 687 0.587182 0.586016
451 656 0.250334 0.247147
451 653 0.638179 0.634377
451 1008 0.252613 0.250970
451 454 0.042024 0.041933
451 1009 0.442222 0.443302
451 514 0.649825 0.648525
451 1010 0.050243 0.049039
451 913 0.579969 0.579670
451 651 0.261995 0.261276
451 655 0.350678 0.349681
451 662 0.475916 0.475600
451 587 0.240386 0.237340
451 661 0.415426 0.413198
451 455 0.040813 0.039261
452 51 0.242186 0.240218
452 237 0.034718 0.033165
452 483 0.506754 0.505889
452 563 0.390294 0.388661
452 686 0.410108 0.408057
453 51 0.034124 0.033939
453 53 0.044033 0.044676
453 80 0.027163 0.026009
453 85 0.066982 0.067708
453 88 0.046464 0.045100
453 92 0.027329 0.026901
453 94 0.067848 0.067257
453 114 0.053676 0.052827
453 136 0.059971 0.059800
453 188 0.009110 0.008360
453 190 0.007861 0.007277
453 228 0.059421 0.058997
453 375 0.002964 0.002530
453 377 0.029061 0.029113
453 428 0.011241 0.010736
453 622 0.040669 0.039691
453 820 0.024331 0.024561
453 1011 0.001732 0.001919
453 623 0.018336 0.017859
453 624 0.011741 0.011161
453 602 0.040252 0.038912
453 1012 0.022616 0.022956
453 621 0.037988 0.037122
453 620 0.000766 0.000864
453 1013 0.055008 0.055367
453 603 0.001998 0.001081
453 703 0.064817 0.062664
453 463 0.004030 0.003328
453 597 0.043017 0.042174
453 707 0.057856 0.058582
453 577 0.011475 0.010093
454 51 0.200160 0.197409
454 71 0.349991 0.340340
454 187 0.248174 0.248063
454 351 0.142883 0.139557
454 451 0.221450 0.220907
454 587 0.117139 0.111471
454 653 0.298325 0.297948
454 514 0.303403 0.304593
454 659 0.365669 0.368388
455 51 0.447596 0.444167
455 234 0.167877 0.169737
455 240 0.364003 0.365904
455 307 0.843999 0.848721
455 448 0.088897 0.090476
455 451 0.488643 0.497035
455 1008 0.261040 0.265212
455 816 0.090626 0.088646
455 760 0.488643 0.495070
456 51 0.047823 0.047586
456 93 0.019499 0.018594
456 95 0.030749 0.030894
456 134 0.063660 0.063658
456 312 0.014860 0.014951
456 314 0.022028 0.020101
456 332 0.045800 0.043142
456 333 0.012592 0.012225
456 375 0.003732 0.003547
456 396 0.030766 0.030199
456 416 0.091077 0.090184
456 922 0.022830 0.022819
456 467 0.087763 0.088804
457 51 0.050191 0.049512
457 105 0.060700 0.060863
457 234 0.019593 0.018921
457 256 0.001011 0.000857
457 259 0.094283 0.093552
457 274 0.085117 0.085968
457 275 0.093918 0.092309
457 307 0.095045 0.094609
457 313 0.002536 0.002207
457 390 0.035107 0.035212
457 1014 0.067513 0.067644
457 1000 0.029720 0.029861
457 1015 0.031428 0.030024
457 602 0.057816 0.056768
457 706 0.076845 0.078195
457 547 0.062673 0.062085
457 631 0.007310 0.006830
457 839 0.017736 0.017237
458 51 0.192221 0.191907
458 136 0.335625 0.338139
458 449 0.234845 0.235968
458 1016 0.291328 0.290281
458 699 0.293093 0.290398
458 1017 0.339871 0.337127
458 979 0.366669 0.367394
458 1018 0.245194 0.244820
458 700 0.198967 0.201618
458 839 0.067254 0.066811
458 841 0.374830 0.372351
459 51 0.191007 0.190400
459 80 0.146451 0.145915
459 81 0.387322 0.389304
459 130 0.082492 0.081672
459 237 0.027587 0.026287
459 418 0.083582 0.084441
459 428 0.061620 0.060231
459 756 0.336588 0.335297
459 532 0.228563 0.224124
459 563 0.309080 0.308057
459 553 0.004187 0.003638
459 1019 0.245849 0.245677
459 994 0.387480 0.388007
459 470 0.227299 0.227111
459 512 0.165221 0.167351
459 483 0.399140 0.400974
459 1020 0.014378 0.013305
459 485 0.298557 0.298311
459 847 0.049644 0.048109
459 1021 0.286091 0.287788
459 921 0.103237 0.103447
459 1022 0.084325 0.084446
459 476 0.170498 0.170554
459 1023 0.168144 0.167596
459 1024 0.040890 0.039130
459 486 0.015073 0.014610
459 1025 0.348280 0.344735
459 1026 0.112638 0.112550
459 1001 0.062710 0.062606
460 51 0.105955 0.105431
460 444 0.076771 0.074529
460 631 0.013343 0.014543
461 53 0.215708 0.215209
461 75 0.053338 0.053456
461 989 0.274025 0.273739
461 1008 0.095677 0.097619
461 1027 0.086144 0.085500
461 817 0.085064 0.085723
462 53 0.100980 0.099695
463 53 0.119317 0.117271
463 88 0.121975 0.118386
463 188 0.020702 0.021945
463 190 0.020422 0.019101
463 236 0.179466 0.174977
463 453 0.059869 0.061510
463 820 0.069520 0.064471
463 623 0.045601 0.046879
463 773 0.005036 0.004916
463 625 0.151490 0.146060
463 602 0.100014 0.102143
463 1028 0.058889 0.057933
463 624 0.032032 0.029298
463 1012 0.062666 0.060259
464 53 0.421457 0.421885
464 92 0.257257 0.254032
464 601 0.062361 0.062619
464 544 0.053439 0.052399
465 53 0.229411 0.228855
465 68 0.359840 0.355089
465 73 0.164970 0.162057
465 75 0.057353 0.056846
465 186 0.167418 0.167942
465 240 0.144864 0.143221
465 313 0.007604 0.007751
465 332 0.157323 0.157617
465 343 0.046398 0.046891
465 361 0.080638 0.083061
465 395 0.142931 0.143956
465 764 0.329467 0.329238
465 710 0.139752 0.140225
465 548 0.030502 0.029555
465 522 0.333505 0.334422
465 637 0.332431 0.328784
465 1029 0.002621 0.002945
465 1030 0.064141 0.063027
466 53 0.058311 0.057685
466 72 0.060909 0.062252
466 75 0.015008 0.014328
466 105 0.054696 0.053867
466 134 0.061034 0.058621
466 187 0.054336 0.055066
466 351 0.032473 0.030979
466 371 0.019265 0.018047
466 377 0.039500 0.037591
466 659 0.082646 0.081776
466 587 0.024867 0.024745
466 769 0.005900 0.005207
466 768 0.001878 0.001860
466 653 0.067560 0.066139
466 951 0.021471 0.020175
466 818 0.092599 0.091694
466 467 0.081911 0.081778
466 548 0.008060 0.007450
466 469 0.089235 0.089575
466 1009 0.045791 0.046218
467 54 0.068321 0.067034
467 74 0.058489 0.057778
467 100 0.033692 0.033705
467 104 0.061033 0.061245
467 115 0.062453 0.061728
467 129 0.013608 0.012426
467 207 0.039638 0.038865
467 302 0.015200 0.015120
467 314 0.014669 0.013736
467 336 0.062313 0.062571
467 354 0.030025 0.029005
467 355 0.002809 0.002624
467 366 0.003761 0.002286
467 396 0.020958 0.020637
467 402 0.059722 0.060105
467 433 0.018898 0.018091
467 445 0.032772 0.032172
467 456 0.037282 0.037482
467 466 0.050640 0.049844
467 1031 0.032303 0.031391
467 931 0.032381 0.032927
467 648 0.009847 0.009734
467 1032 0.016308 0.016266
467 911 0.059504 0.059162
467 488 0.058958 0.059303
467 835 0.053386 0.052835
467 557 0.054978 0.053712
467 964 0.027856 0.027309
467 572 0.015231 0.014016
467 551 0.059285 0.058892
468 54 0.453797 0.454424
468 117 0.427964 0.426869
468 335 0.465423 0.466123
469 55 0.093076 0.092314
469 60 0.403424 0.399499
469 67 0.326228 0.325556
469 115 0.454590 0.453460
469 131 0.117257 0.118171
469 199 0.396642 0.397647
469 243 0.453039 0.449221
469 273 0.400244 0.404214
469 332 0.216269 0.216579
469 355 0.019577 0.019274
469 366 0.017384 0.016792
469 466 0.365507 0.366160
469 499 0.300042 0.300698
469 809 0.338178 0.337568
469 500 0.005920 0.005072
469 520 0.048190 0.048187
469 835 0.386118 0.388134
470 55 0.155714 0.153971
470 459 0.539481 0.540645
470 512 0.352096 0.350210
470 756 0.701629 0.701667
470 807 0.377617 0.380704
470 847 0.100280 0.100676
470 1033 0.499193 0.497309
470 544 0.065500 0.065143
471 55 0.079694 0.078831
471 104 0.385802 0.384198
471 195 0.386766 0.388522
471 203 0.051442 0.050254
471 211 0.325175 0.319190
471 212 0.039204 0.038554
471 218 0.226441 0.225261
471 258 0.279811 0.279791
471 359 0.197547 0.196990
471 363 0.394666 0.392769
471 695 0.361165 0.359859
472 55 0.012407 0.012369
472 195 0.061242 0.060963
472 206 0.001740 0.001495
473 55 0.178034 0.176832
473 200 0.330698 0.326441
473 201 0.633163 0.634448
473 212 0.086450 0.086483
474 56 0.261829 0.263281
474 64 0.600709 0.596064
474 132 0.077428 0.076436
474 240 0.333182 0.329546
474 446 0.166025 0.166464
474 708 0.004302 0.004246
474 1019 0.517244 0.516170
474 1034 0.081881 0.078979
474 1006 0.579277 0.576250
474 848 0.209154 0.216583
474 553 0.008301 0.007644
474 482 0.826919 0.823829
475 56 0.033329 0.033175
475 61 0.090951 0.091062
475 62 0.022969 0.023645
475 64 0.076346 0.075107
475 426 0.058006 0.058020
475 869 0.039027 0.039939
475 479 0.087104 0.085497
475 484 0.006273 0.005885
475 507 0.086721 0.086775
475 756 0.089387 0.088765
476 56 0.162061 0.162192
476 64 0.365310 0.367200
476 446 0.103622 0.102549
476 459 0.333908 0.334386
476 995 0.368162 0.372414
476 482 0.509100 0.507513
476 932 0.139090 0.139589
476 1019 0.319616 0.317982
476 994 0.503749 0.502200
476 1035 0.236517 0.235356
476 485 0.389214 0.386106
477 56 0.198790 0.193317
477 563 0.474853 0.475235
478 56 0.147848 0.147893
478 308 0.021364 0.022890
478 479 0.378788 0.381148
478 1036 0.055485 0.053901
478 956 0.425667 0.419303
478 553 0.005485 0.004294
478 480 0.342000 0.339671
478 848 0.119636 0.121661
478 563 0.363545 0.363569
479 56 0.106203 0.106674
479 134 0.215653 0.216822
479 475 0.249703 0.248721
479 478 0.081086 0.080517
479 1036 0.039783 0.038878
479 956 0.303011 0.302440
479 482 0.334716 0.333793
479 810 0.306210 0.304820
479 995 0.243384 0.244938
479 874 0.007728 0.007913
479 674 0.251904 0.249823
480 56 0.181003 0.181393
480 64 0.409799 0.410670
480 130 0.120421 0.118223
480 133 0.414636 0.411364
480 478 0.136816 0.136914
480 708 0.003099 0.002926
480 1037 0.397973 0.397859
480 486 0.022102 0.021149
480 662 0.310799 0.311862
480 705 0.218171 0.218872
480 690 0.363018 0.362191
480 563 0.448659 0.445922
480 846 0.442556 0.443558
480 1038 0.318435 0.312966
480 553 0.005802 0.005266
481 56 0.023983 0.022014
481 300 0.028408 0.028956
481 446 0.014668 0.013919
481 867 0.039044 0.040754
481 848 0.019557 0.018109
481 994 0.070021 0.068163
482 56 0.138279 0.139621
482 63 0.302871 0.304843
482 64 0.318220 0.316099
482 474 0.069774 0.068004
482 476 0.189431 0.190028
482 479 0.359348 0.359829
482 1039 0.439208 0.440209
482 486 0.017635 0.016278
482 490 0.441463 0.441290
482 521 0.347210 0.346514
482 1040 0.030713 0.030152
482 496 0.001190 0.000450
482 606 0.260912 0.258452
482 708 0.002694 0.002252
482 483 0.448370 0.446759
482 1041 0.165014 0.167998
482 1007 0.397250 0.398646
482 563 0.343764 0.343233
482 498 0.357688 0.357995
482 1034 0.041817 0.041883
482 1042 0.115789 0.114367
482 1021 0.321289 0.320649
482 485 0.331454 0.332374
482 994 0.432677 0.432312
482 868 0.058936 0.058090
483 56 0.016763 0.016437
483 240 0.020794 0.020574
483 338 0.041275 0.039189
483 417 0.008905 0.008006
483 446 0.010889 0.010393
483 452 0.037776 0.036508
483 459 0.034854 0.033887
483 482 0.052727 0.051432
483 485 0.039416 0.039129
483 708 0.000984 0.000265
483 563 0.041213 0.040407
483 994 0.051024 0.050894
483 548 0.005046 0.004246
483 869 0.018919 0.019788
483 870 0.051868 0.052657
483 1023 0.023950 0.021983
484 56 0.122254 0.125311
484 59 0.295670 0.296384
484 60 0.316182 0.318407
484 63 0.269448 0.273600
484 64 0.281802 0.283703
484 66 0.397180 0.402619
484 67 0.259950 0.259473
484 89 0.142299 0.139874
484 281 0.299108 0.299086
484 284 0.114853 0.111507
484 429 0.055125 0.056177
484 475 0.291591 0.292175
484 509 0.226444 0.229927
484 604 0.222073 0.221377
484 507 0.322708 0.327777
485 56 0.221726 0.222338
485 418 0.151304 0.149822
485 459 0.460063 0.458388
485 476 0.305011 0.302610
485 482 0.696527 0.695716
485 483 0.713716 0.711440
485 564 0.322456 0.321998
485 756 0.592288 0.594911
485 921 0.182910 0.183544
485 1019 0.434785 0.435900
485 994 0.688437 0.688434
485 512 0.297049 0.296927
485 847 0.085816 0.085358
485 1022 0.147587 0.149830
485 1035 0.322776 0.322635
486 56 0.297314 0.301384
486 133 0.677045 0.683481
486 237 0.065812 0.063221
486 459 0.618071 0.621352
486 480 0.687912 0.692198
486 482 0.941636 0.943055
486 563 0.745910 0.740898
486 756 0.803175 0.806412
486 1025 0.824664 0.829111
486 1043 0.178755 0.173879
486 1044 0.710501 0.706580
487 57 0.470387 0.483388
488 57 0.504947 0.501136
488 162 0.058065 0.057868
488 194 0.032009 0.031907
488 254 0.326967 0.325651
488 286 0.488613 0.488693
488 332 0.235558 0.234871
488 343 0.070520 0.069874
488 354 0.229354 0.231067
488 366 0.019899 0.018210
488 467 0.482645 0.483461
488 494 0.520151 0.518171
488 873 0.244982 0.245412
488 693 0.096969 0.095226
488 674 0.402167 0.399310
488 688 0.320905 0.318404
488 877 0.202921 0.203740
488 1045 0.169986 0.170984
489 57 0.774946 0.774617
489 66 0.847428 0.846785
489 169 0.696770 0.695203
489 490 0.836857 0.832996
490 57 0.395312 0.390131
490 66 0.425520 0.426478
490 482 0.415673 0.415346
490 489 0.285493 0.288401
490 496 0.000898 0.000428
490 606 0.247966 0.245710
490 521 0.330173 0.329430
490 1040 0.029609 0.028665
